,term,spearman,spearman_p_value
5002,deliberation,0.0233949373265,0.589242069554
5003,delicacies,-0.0800454880428,0.0642996347505
5004,delicacy,0.0229289125486,0.596683090988
5005,delicate,-0.106150027387,0.0140314128573
5006,delicately,0.0469214503626,0.278651066534
5007,delicious,0.0331164020426,0.44462732001
5008,deliciously,0.0233949373265,0.589242069554
5009,delight,-0.0419080350795,0.333297388843
5010,delighted,0.0147505317277,0.733554341635
5011,delightful,-0.0579481453086,0.180787494607
5012,delightfully,-0.0707173900625,0.102276022467
5013,delights,-0.0192361038569,0.657091192783
5014,delineated,0.0233949373265,0.589242069554
5015,delineation,-0.0557054990764,0.198283511961
5016,delinquency,0.0233949373265,0.589242069554
5017,delinquent,0.0233949373265,0.589242069554
5018,delirium,0.0233949373265,0.589242069554
5019,deliver,-0.0692846234216,0.109435918565
5020,deliverance,-0.0192361038569,0.657091192783
5021,deliverances,0.0233949373265,0.589242069554
5022,delivered,0.0721675225412,0.0954130080618
5023,deliveries,0.0233949373265,0.589242069554
5024,delivering,-0.0408788799541,0.345315726432
5025,delivers,0.0233949373265,0.589242069554
5026,delivery,0.0469214503626,0.278651066534
5027,dell,0.0331164020426,0.44462732001
5028,della,-0.0194597794832,0.653362586841
5029,delphi,-0.0800454880428,0.0642996347505
5030,delude,0.0331164020426,0.44462732001
5031,deluded,0.0233949373265,0.589242069554
5032,deluge,0.0331164020426,0.44462732001
5033,delusion,-0.0402323231426,0.353005278008
5034,delusions,0.0233949373265,0.589242069554
5035,dem,0.0233949373265,0.589242069554
5036,demand,-0.0376196684884,0.38516573956
5037,demanded,0.0086323694108,0.842103186253
5038,demanding,0.0525089646969,0.225308909816
5039,demands,0.00408007583669,0.924988345734
5040,demented,0.0233949373265,0.589242069554
5041,demesne,0.0233949373265,0.589242069554
5042,demigod,0.0331164020426,0.44462732001
5043,demimonde,-0.0800454880428,0.0642996347505
5044,demise,-0.0800454880428,0.0642996347505
5045,democracies,0.0233949373265,0.589242069554
5046,democracy,0.00201295531965,0.962950838606
5047,democrat,0.0405971261632,0.348653462042
5048,democratic,0.0361033276686,0.404624305068
5049,democrats,0.0233949373265,0.589242069554
5050,demolition,0.0233949373265,0.589242069554
5051,demon,0.0233949373265,0.589242069554
5052,demoniacal,-0.0800454880428,0.0642996347505
5053,demonstrate,0.0233949373265,0.589242069554
5054,demonstrated,0.0525089646969,0.225308909816
5055,demonstrates,0.0331164020426,0.44462732001
5056,demonstration,0.0525089646969,0.225308909816
5057,demonstrations,0.0233949373265,0.589242069554
5058,demonstrative,0.0233949373265,0.589242069554
5059,demoralization,0.0233949373265,0.589242069554
5060,demure,0.0233949373265,0.589242069554
5061,demurred,0.0233949373265,0.589242069554
5062,demurrer,-0.0399586338695,0.356292570799
5063,den,0.00590183404857,0.891669727339
5064,denial,0.0233949373265,0.589242069554
5065,denied,0.0226349521313,0.601398587125
5066,denies,0.0469214503626,0.278651066534
5067,denis,-0.0800454880428,0.0642996347505
5068,denizen,0.0233949373265,0.589242069554
5069,denizens,-0.0402323231426,0.353005278008
5070,denmark,0.0057282506942,0.894837169384
5071,denomination,0.0233949373265,0.589242069554
5072,denominational,0.0331164020426,0.44462732001
5073,denominations,0.0233949373265,0.589242069554
5074,denote,0.0405971261632,0.348653462042
5075,denotes,0.0331164020426,0.44462732001
5076,denoting,0.0233949373265,0.589242069554
5077,denouement,0.0405971261632,0.348653462042
5078,denounce,-0.0800454880428,0.0642996347505
5079,denounced,0.0525089646969,0.225308909816
5080,dens,0.0233949373265,0.589242069554
5081,dense,0.0405971261632,0.348653462042
5082,dent,0.0469214503626,0.278651066534
5083,dental,-0.0399586338695,0.356292570799
5084,dentist,-0.0800454880428,0.0642996347505
5085,dentistry,0.0233949373265,0.589242069554
5086,denunciation,-0.00504114755962,0.907390937592
5087,denunciations,-0.0800454880428,0.0642996347505
5088,denver,0.0233949373265,0.589242069554
5089,deny,-0.027597769039,0.524146647212
5090,denying,-0.0788456582508,0.0684128930273
5091,depart,-0.0192361038569,0.657091192783
5092,departed,-0.00523503785037,0.903845975688
5093,departing,0.0331164020426,0.44462732001
5094,department,0.00491701446985,0.90966147566
5095,departments,-0.0194597794832,0.653362586841
5096,departs,-0.0402323231426,0.353005278008
5097,departure,0.00110387872368,0.979677623497
5098,departures,0.0233949373265,0.589242069554
5099,depend,-0.0274391611709,0.526534869686
5100,dependable,0.0233949373265,0.589242069554
5101,depended,0.0057282506942,0.894837169384
5102,dependence,-0.0402323231426,0.353005278008
5103,dependences,0.0233949373265,0.589242069554
5104,dependencies,0.0405971261632,0.348653462042
5105,dependency,0.0405971261632,0.348653462042
5106,dependent,0.0469214503626,0.278651066534
5107,depending,-0.0571976357726,0.186510584442
5108,depends,0.0298627913307,0.490655569556
5109,depict,0.0405971261632,0.348653462042
5110,depicted,0.0155435710679,0.719816088458
5111,depicting,-0.0190124282307,0.660828330374
5112,deplorable,0.0405971261632,0.348653462042
5113,deplore,0.0233949373265,0.589242069554
5114,deplored,0.0233949373265,0.589242069554
5115,deported,0.0233949373265,0.589242069554
5116,depose,0.0233949373265,0.589242069554
5117,deposed,0.0469214503626,0.278651066534
5118,deposes,0.0233949373265,0.589242069554
5119,deposit,0.0331164020426,0.44462732001
5120,deposited,0.0331164020426,0.44462732001
5121,deposition,0.0233949373265,0.589242069554
5122,depositor,0.0233949373265,0.589242069554
5123,deposits,0.0233949373265,0.589242069554
5124,depot,0.0331164020426,0.44462732001
5125,depravity,-0.0402323231426,0.353005278008
5126,deprecated,0.0233949373265,0.589242069554
5127,deprecates,0.0405971261632,0.348653462042
5128,deprecating,0.0233949373265,0.589242069554
5129,deprecatory,0.0233949373265,0.589242069554
5130,depreciated,0.0233949373265,0.589242069554
5131,depreciation,0.0233949373265,0.589242069554
5132,depressed,-0.0402323231426,0.353005278008
5133,depressing,0.0331164020426,0.44462732001
5134,depression,0.0331164020426,0.44462732001
5135,deprive,0.0233949373265,0.589242069554
5136,deprived,0.0405971261632,0.348653462042
5137,depth,-0.0691547553364,0.110103963375
5138,depths,-0.138902563897,0.00127771856008
5139,deputation,0.0331164020426,0.44462732001
5140,deputations,0.0233949373265,0.589242069554
5141,deputies,0.0405971261632,0.348653462042
5142,deputy,0.0469214503626,0.278651066534
5143,der,-0.00504114755962,0.907390937592
5144,derangement,0.0233949373265,0.589242069554
5145,derby,0.0233949373265,0.589242069554
5146,derision,-0.0800454880428,0.0642996347505
5147,derisive,0.0233949373265,0.589242069554
5148,derivation,-0.0800454880428,0.0642996347505
5149,derivative,-0.0800454880428,0.0642996347505
5150,derivatives,-0.0800454880428,0.0642996347505
5151,derived,0.0267364410793,0.537182263431
5152,deriving,0.0331164020426,0.44462732001
5153,derry,0.0233949373265,0.589242069554
5154,des,0.0233949373265,0.589242069554
5155,descartes,0.0233949373265,0.589242069554
5156,descend,0.0575746560985,0.183619108458
5157,descendant,-0.0190124282307,0.660828330374
5158,descendants,0.0707131723581,0.102296540163
5159,descended,0.0229289125486,0.596683090988
5160,descending,0.0331164020426,0.44462732001
5161,descends,0.0331164020426,0.44462732001
5162,descent,-0.0269633375668,0.533732637249
5163,describe,0.0691219724866,0.110273106085
5164,described,-0.00167504243358,0.969166846326
5165,describes,-0.069213799932,0.109799839193
5166,describing,0.0123237184667,0.776109593768
5167,description,0.0514545155427,0.234774381374
5168,descriptions,0.0104751606967,0.808988536826
5169,descriptive,0.0272787623994,0.528955682051
5170,desert,-0.0912564766284,0.0348380165726
5171,deserted,0.00607541740294,0.888504007935
5172,deserters,0.0331164020426,0.44462732001
5173,desertion,-0.0800454880428,0.0642996347505
5174,deserts,0.0405971261632,0.348653462042
5175,deserve,0.0301380244305,0.486665540799
5176,deserved,0.0152263553318,0.725300855773
5177,deservedly,0.0233949373265,0.589242069554
5178,deserves,0.0473118821898,0.274666458072
5179,deserving,-0.0402323231426,0.353005278008
5180,design,0.0358435914983,0.408015246559
5181,designate,0.0233949373265,0.589242069554
5182,designated,-0.0405317132454,0.349431276012
5183,designates,0.0233949373265,0.589242069554
5184,designation,0.0405971261632,0.348653462042
5185,designations,0.0233949373265,0.589242069554
5186,designed,0.0264110482873,0.542148805646
5187,designedly,0.0233949373265,0.589242069554
5188,designing,-0.0272805533029,0.528928621762
5189,designs,0.0405971261632,0.348653462042
5190,desirability,0.0233949373265,0.589242069554
5191,desirable,0.0147505317277,0.733554341635
5192,desire,0.0444726810087,0.304534355411
5193,desired,0.060259581588,0.16397899444
5194,desires,0.00590183404857,0.891669727339
5195,desirous,-0.0192361038569,0.657091192783
5196,desk,-0.0402323231426,0.353005278008
5197,desktop,0.0233949373265,0.589242069554
5198,desolate,0.0405971261632,0.348653462042
5199,despair,0.00764581290671,0.859950558419
5200,despaired,-0.0800454880428,0.0642996347505
5201,despairing,-0.0788456582508,0.0684128930273
5202,desperadoes,0.0233949373265,0.589242069554
5203,desperate,0.0419286514239,0.333059417211
5204,desperately,0.0331164020426,0.44462732001
5205,despicable,0.0233949373265,0.589242069554
5206,despise,0.0331164020426,0.44462732001
5207,despised,0.0331164020426,0.44462732001
5208,despises,0.0233949373265,0.589242069554
5209,despite,-0.0492537878021,0.255425810327
5210,despoiled,-0.0402323231426,0.353005278008
5211,despondency,-0.0800454880428,0.0642996347505
5212,despondent,-0.0800454880428,0.0642996347505
5213,despot,0.0233949373265,0.589242069554
5214,despotic,0.0331164020426,0.44462732001
5215,despotism,0.0525089646969,0.225308909816
5216,despotisms,0.0233949373265,0.589242069554
5217,despots,0.0233949373265,0.589242069554
5218,desserts,-0.0800454880428,0.0642996347505
5219,destination,0.0405971261632,0.348653462042
5220,destined,-0.0165352734725,0.702762900372
5221,destinies,0.0405971261632,0.348653462042
5222,destiny,0.0149091395958,0.730799711414
5223,destitute,-0.0399586338695,0.356292570799
5224,destitution,-0.0402323231426,0.353005278008
5225,destroy,0.000714274468264,0.986849402635
5226,destroyed,0.0420519709869,0.331638240856
5227,destroyers,0.0233949373265,0.589242069554
5228,destroying,0.0469214503626,0.278651066534
5229,destroys,-0.0399586338695,0.356292570799
5230,destruction,0.0818832937566,0.0583957165549
5231,destructive,-0.00465336697811,0.914486312741
5232,desultory,-0.0402323231426,0.353005278008
5233,detachable,-0.0800454880428,0.0642996347505
5234,detached,0.0405971261632,0.348653462042
5235,detachment,0.0233949373265,0.589242069554
5236,detachments,0.0233949373265,0.589242069554
5237,detail,0.0581410965988,0.179337359959
5238,detailed,0.0164716189755,0.703853134548
5239,details,0.0599712037557,0.166009531713
5240,detected,0.0233949373265,0.589242069554
5241,detecting,-0.0800454880428,0.0642996347505
5242,detection,0.0331164020426,0.44462732001
5243,detective,0.066606410157,0.123873553396
5244,detectives,0.0233949373265,0.589242069554
5245,detention,0.0233949373265,0.589242069554
5246,deter,-0.0399586338695,0.356292570799
5247,deteriorating,0.0233949373265,0.589242069554
5248,deterioration,0.0233949373265,0.589242069554
5249,determination,-0.00504114755962,0.907390937592
5250,determinations,0.0233949373265,0.589242069554
5251,determine,-0.00715606059538,0.868837622995
5252,determined,0.0740476984722,0.0870678546342
5253,determining,-0.0194597794832,0.653362586841
5254,deters,0.0233949373265,0.589242069554
5255,detestable,0.0233949373265,0.589242069554
5256,detestably,0.0233949373265,0.589242069554
5257,detestation,-0.0800454880428,0.0642996347505
5258,detested,0.0233949373265,0.589242069554
5259,detract,0.0233949373265,0.589242069554
5260,detriment,-0.0402323231426,0.353005278008
5261,deus,-0.0402323231426,0.353005278008
5262,devastated,0.0405971261632,0.348653462042
5263,devastating,0.0233949373265,0.589242069554
5264,develop,0.0466057346945,0.28190169167
5265,developed,-0.0103928072107,0.810461623017
5266,developing,0.0226349521313,0.601398587125
5267,development,0.0656389509565,0.129439011234
5268,developments,-0.00523503785037,0.903845975688
5269,develops,-0.0800454880428,0.0642996347505
5270,deviate,0.0233949373265,0.589242069554
5271,deviations,0.0331164020426,0.44462732001
5272,device,0.0525089646969,0.225308909816
5273,devices,-0.00523503785037,0.903845975688
5274,devil,-0.0561464397023,0.194749447262
5275,devilishly,0.0331164020426,0.44462732001
5276,devils,0.0331164020426,0.44462732001
5277,devious,0.0405971261632,0.348653462042
5278,devise,0.0233949373265,0.589242069554
5279,devised,0.0525089646969,0.225308909816
5280,devising,0.0233949373265,0.589242069554
5281,devoid,0.0153849631999,0.722556694998
5282,devolution,0.0233949373265,0.589242069554
5283,devon,-0.0792930095033,0.0668547516199
5284,devonshire,-0.0402323231426,0.353005278008
5285,devote,0.0575746560985,0.183619108458
5286,devoted,0.0472614687578,0.275178766775
5287,devotee,-0.0402323231426,0.353005278008
5288,devotes,0.0160794375713,0.710583491956
5289,devoting,-0.0194597794832,0.653362586841
5290,devotion,0.017154301857,0.692192650146
5291,devotional,0.0233949373265,0.589242069554
5292,devourer,-0.0800454880428,0.0642996347505
5293,devouring,0.0233949373265,0.589242069554
5294,devout,-0.0570037454818,0.188010582821
5295,devoutly,0.0233949373265,0.589242069554
5296,dew,-0.0800454880428,0.0642996347505
5297,dewed,0.0233949373265,0.589242069554
5298,dewy,0.0233949373265,0.589242069554
5299,dex,-0.0800454880428,0.0642996347505
5300,dexter,0.0331164020426,0.44462732001
5301,dexterity,0.0233949373265,0.589242069554
5302,dexterous,0.0233949373265,0.589242069554
5303,dexterously,0.0233949373265,0.589242069554
5304,di,-0.13287805777,0.00207029910028
5305,diabolical,0.0331164020426,0.44462732001
5306,diagnosis,0.0331164020426,0.44462732001
5307,diagrams,0.0525089646969,0.225308909816
5308,dialect,-0.0242939539132,0.575009413502
5309,dialects,0.0405971261632,0.348653462042
5310,diameter,0.0233949373265,0.589242069554
5311,diamond,0.00590183404857,0.891669727339
5312,diamonds,-0.0190124282307,0.660828330374
5313,dian,0.0233949373265,0.589242069554
5314,diana,-0.0190124282307,0.660828330374
5315,diane,-0.0800454880428,0.0642996347505
5316,diaries,0.0405971261632,0.348653462042
5317,diarist,0.0331164020426,0.44462732001
5318,diary,0.0321175200478,0.458490899491
5319,diatribes,0.0233949373265,0.589242069554
5320,dice,0.0233949373265,0.589242069554
5321,dicey,0.0233949373265,0.589242069554
5322,dick,-0.0399586338695,0.356292570799
5323,dickens,-0.0399586338695,0.356292570799
5324,dickson,0.0233949373265,0.589242069554
5325,dicta,0.0405971261632,0.348653462042
5326,dictated,0.0233949373265,0.589242069554
5327,dictation,-0.0190124282307,0.660828330374
5328,dictator,0.0233949373265,0.589242069554
5329,diction,-0.00484725726886,0.910937739905
5330,dictionary,-0.0333760978807,0.441062432246
5331,dictum,0.0233949373265,0.589242069554
5332,did,0.0623347533039,0.149914042068
5333,didactic,-0.00504114755962,0.907390937592
5334,die,0.0376840735633,0.384352084882
5335,died,-0.000422456509063,0.99222187157
5336,diego,0.0233949373265,0.589242069554
5337,diem,0.0405971261632,0.348653462042
5338,dies,0.0227819323399,0.599038741874
5339,diet,0.0331164020426,0.44462732001
5340,diets,0.0233949373265,0.589242069554
5341,differ,-0.00484725726886,0.910937739905
5342,differed,0.0233949373265,0.589242069554
5343,difference,-0.0824267996206,0.0567383194007
5344,differences,0.00887900853682,0.837653580839
5345,different,0.0267950036466,0.536290837294
5346,differential,0.0331164020426,0.44462732001
5347,differentiate,0.0331164020426,0.44462732001
5348,differentiated,-0.0402323231426,0.353005278008
5349,differentiation,0.0233949373265,0.589242069554
5350,differently,-0.0192361038569,0.657091192783
5351,differing,-0.0407052965997,0.347369634522
5352,differs,-0.0269633375668,0.533732637249
5353,difficult,0.0166477092353,0.700838661306
5354,difficulties,0.0513816818375,0.235438403334
5355,difficulty,0.00771449021584,0.858705723551
5356,diffused,0.0233949373265,0.589242069554
5357,diffuseness,0.0233949373265,0.589242069554
5358,diffusion,-0.0800454880428,0.0642996347505
5359,dig,-0.0568098551911,0.189519439222
5360,digest,0.0233949373265,0.589242069554
5361,digested,0.0233949373265,0.589242069554
5362,digestive,0.0233949373265,0.589242069554
5363,digging,0.0469214503626,0.278651066534
5364,dignified,0.0149091395958,0.730799711414
5365,dignitaries,0.0233949373265,0.589242069554
5366,dignitary,0.0233949373265,0.589242069554
5367,dignity,-0.0785676141885,0.0693962443493
5368,digression,0.0331164020426,0.44462732001
5369,digressions,-0.0800454880428,0.0642996347505
5370,digs,-0.0399586338695,0.356292570799
5371,dikes,0.0233949373265,0.589242069554
5372,dilapidated,-0.0800454880428,0.0642996347505
5373,dilate,-0.0800454880428,0.0642996347505
5374,dilated,-0.0800454880428,0.0642996347505
5375,dilating,0.0233949373265,0.589242069554
5376,dilemma,-0.0192361038569,0.657091192783
5377,dilettante,-0.113307359055,0.00871262259536
5378,diligence,-0.0800454880428,0.0642996347505
5379,diligent,0.0331164020426,0.44462732001
5380,diligently,0.0331164020426,0.44462732001
5381,dillon,0.0405971261632,0.348653462042
5382,dilute,0.0233949373265,0.589242069554
5383,diluted,0.0233949373265,0.589242069554
5384,diluting,0.0233949373265,0.589242069554
5385,dim,0.0293123251311,0.498687944408
5386,dime,0.0233949373265,0.589242069554
5387,dimension,0.0233949373265,0.589242069554
5388,dimensions,0.0233949373265,0.589242069554
5389,diminished,0.00607541740294,0.888504007935
5390,diminishing,-0.0800454880428,0.0642996347505
5391,diminution,0.0405971261632,0.348653462042
5392,diminutive,-0.0800454880428,0.0642996347505
5393,dimly,-0.0399586338695,0.356292570799
5394,dimmed,0.0233949373265,0.589242069554
5395,dimmer,0.0233949373265,0.589242069554
5396,din,0.0405971261632,0.348653462042
5397,dine,0.0405971261632,0.348653462042
5398,dined,-0.0570037454818,0.188010582821
5399,dining,0.0149091395958,0.730799711414
5400,dinky,0.0233949373265,0.589242069554
5401,dinner,0.000714274468264,0.986849402635
5402,dinners,-0.113307359055,0.00871262259536
5403,dint,0.0331164020426,0.44462732001
5404,dinted,0.0233949373265,0.589242069554
5405,diocese,0.0233949373265,0.589242069554
5406,diocletian,0.0233949373265,0.589242069554
5407,dione,0.0233949373265,0.589242069554
5408,dip,0.0233949373265,0.589242069554
5409,diphtheria,-0.0800454880428,0.0642996347505
5410,diploma,0.0233949373265,0.589242069554
5411,diplomacy,0.0525089646969,0.225308909816
5412,diplomas,0.0233949373265,0.589242069554
5413,diplomat,0.0331164020426,0.44462732001
5414,diplomatic,-0.0163590836428,0.705782053601
5415,diplomatist,0.0405971261632,0.348653462042
5416,diplomatists,-0.0402323231426,0.353005278008
5417,diplomats,-0.0402323231426,0.353005278008
5418,dipped,-0.138902563897,0.00127771856008
5419,dipper,0.0233949373265,0.589242069554
5420,dipping,0.0233949373265,0.589242069554
5421,dire,-0.0402323231426,0.353005278008
5422,direct,0.00627084292399,0.884942066275
5423,directed,0.0153849631999,0.722556694998
5424,direction,0.00726335043714,0.866889282945
5425,directions,0.0622461183611,0.150495394278
5426,directly,0.056943738607,0.188476609467
5427,directness,-0.0190124282307,0.660828330374
5428,director,0.0525089646969,0.225308909816
5429,directors,0.0233949373265,0.589242069554
5430,direst,0.0233949373265,0.589242069554
5431,dirt,-0.00484725726886,0.910937739905
5432,dirtier,0.0233949373265,0.589242069554
5433,dirtiest,-0.0399586338695,0.356292570799
5434,dirty,-0.0689944225974,0.110933146382
5435,dis,0.000844142553403,0.98445866329
5436,disabled,-0.0399586338695,0.356292570799
5437,disabuse,0.0233949373265,0.589242069554
5438,disadvantage,0.0331164020426,0.44462732001
5439,disadvantageous,0.0233949373265,0.589242069554
5440,disadvantages,0.0233949373265,0.589242069554
5441,disagree,0.0331164020426,0.44462732001
5442,disagreeable,-0.0402323231426,0.353005278008
5443,disagreement,0.0331164020426,0.44462732001
5444,disagreements,0.0233949373265,0.589242069554
5445,disappear,-0.00504114755962,0.907390937592
5446,disappearance,0.0233949373265,0.589242069554
5447,disappearances,0.0233949373265,0.589242069554
5448,disappeared,-0.0166822536812,0.70024784701
5449,disappearing,0.0405971261632,0.348653462042
5450,disappears,-0.0074312936952,0.863841124276
5451,disappoint,0.0331164020426,0.44462732001
5452,disappointed,-0.016476774892,0.703764804624
5453,disappointing,0.0405971261632,0.348653462042
5454,disappointment,0.00838573028477,0.846557825337
5455,disappointments,-0.0800454880428,0.0642996347505
5456,disapproval,0.0233949373265,0.589242069554
5457,disapprove,-0.0800454880428,0.0642996347505
5458,disapproved,-0.0399586338695,0.356292570799
5459,disapproves,0.0233949373265,0.589242069554
5460,disarm,0.0233949373265,0.589242069554
5461,disarms,0.0233949373265,0.589242069554
5462,disaster,0.00110387872368,0.979677623497
5463,disasters,0.0331164020426,0.44462732001
5464,disastrous,-0.00523503785037,0.903845975688
5465,disastrously,0.0331164020426,0.44462732001
5466,disavowed,0.0233949373265,0.589242069554
5467,disavowing,0.0233949373265,0.589242069554
5468,disavows,-0.0800454880428,0.0642996347505
5469,disbanding,0.0233949373265,0.589242069554
5470,disbursed,0.0233949373265,0.589242069554
5471,disbursements,-0.0800454880428,0.0642996347505
5472,discard,0.0233949373265,0.589242069554
5473,discarded,0.0233949373265,0.589242069554
5474,discarding,0.0233949373265,0.589242069554
5475,discards,0.0233949373265,0.589242069554
5476,discerned,-0.0194597794832,0.653362586841
5477,discerning,-0.0800454880428,0.0642996347505
5478,discernment,-0.0800454880428,0.0642996347505
5479,discharge,-0.00523503785037,0.903845975688
5480,discharged,-0.0402323231426,0.353005278008
5481,disciple,0.0331164020426,0.44462732001
5482,disciples,-0.0566159649003,0.19103717536
5483,disciplinary,0.0233949373265,0.589242069554
5484,discipline,-0.0162413130553,0.707802728466
5485,disciplined,0.0233949373265,0.589242069554
5486,disclaim,0.0233949373265,0.589242069554
5487,disclaimer,0.0233949373265,0.589242069554
5488,disclaiming,0.0233949373265,0.589242069554
5489,disclaims,0.0331164020426,0.44462732001
5490,disclose,0.0233949373265,0.589242069554
5491,disclosed,0.0469214503626,0.278651066534
5492,discloses,-0.00504114755962,0.907390937592
5493,disclosure,0.0233949373265,0.589242069554
5494,discomfiture,0.0233949373265,0.589242069554
5495,discomfort,0.0233949373265,0.589242069554
5496,discomforted,0.0233949373265,0.589242069554
5497,disconcerting,0.0233949373265,0.589242069554
5498,disconnected,-0.0190124282307,0.660828330374
5499,discontent,0.0233949373265,0.589242069554
5500,discontinued,0.0233949373265,0.589242069554
5501,discord,-0.0399586338695,0.356292570799
5502,discount,0.0331164020426,0.44462732001
5503,discounts,0.0331164020426,0.44462732001
5504,discourage,0.0233949373265,0.589242069554
5505,discouraged,-0.0399586338695,0.356292570799
5506,discouragement,-0.00523503785037,0.903845975688
5507,discouraging,-0.0399586338695,0.356292570799
5508,discourse,0.000974010638541,0.982068063111
5509,discoursed,-0.0800454880428,0.0642996347505
5510,discourses,-0.133398807833,0.00198721101949
5511,discourtesy,0.0233949373265,0.589242069554
5512,discover,0.00418469316583,0.923070849808
5513,discovered,0.0508361520554,0.240454135444
5514,discoverer,0.0233949373265,0.589242069554
5515,discoveries,0.0517691898544,0.231920711032
5516,discovering,0.00624900075731,0.885340060863
5517,discovers,-0.0898999614353,0.0376413274928
5518,discovery,0.0411875217518,0.341682864255
5519,discredit,0.0405971261632,0.348653462042
5520,discreditable,0.0233949373265,0.589242069554
5521,discreditably,0.0233949373265,0.589242069554
5522,discredited,0.0233949373265,0.589242069554
5523,discreet,0.0233949373265,0.589242069554
5524,discrepancies,-0.0800454880428,0.0642996347505
5525,discrepancy,0.0233949373265,0.589242069554
5526,discrete,0.0233949373265,0.589242069554
5527,discretion,-0.0194597794832,0.653362586841
5528,discriminates,0.0233949373265,0.589242069554
5529,discriminating,0.0525089646969,0.225308909816
5530,discrimination,0.0405971261632,0.348653462042
5531,discursive,0.0405971261632,0.348653462042
5532,discursiveness,0.0331164020426,0.44462732001
5533,discuss,0.0783235263615,0.0702690163818
5534,discussed,0.0755720607239,0.0807420979428
5535,discusses,0.0113305133935,0.793729355016
5536,discussing,0.0331164020426,0.44462732001
5537,discussion,0.0692315399276,0.109708594291
5538,discussions,0.0469214503626,0.278651066534
5539,disdain,0.0233949373265,0.589242069554
5540,disdained,-0.0192361038569,0.657091192783
5541,disdains,0.0233949373265,0.589242069554
5542,disease,-0.0552645584505,0.201864117834
5543,diseased,-0.0800454880428,0.0642996347505
5544,diseases,-0.0399586338695,0.356292570799
5545,disembodied,0.0233949373265,0.589242069554
5546,disengaging,0.0233949373265,0.589242069554
5547,disentangles,0.0233949373265,0.589242069554
5548,disfavor,0.0233949373265,0.589242069554
5549,disfigurement,0.0233949373265,0.589242069554
5550,disfiguring,-0.0800454880428,0.0642996347505
5551,disfranchisement,0.0233949373265,0.589242069554
5552,disgrace,-0.0192361038569,0.657091192783
5553,disgruntled,-0.0800454880428,0.0642996347505
5554,disguise,-0.0344150425618,0.426965100524
5555,disguised,0.0469214503626,0.278651066534
5556,disguises,0.0233949373265,0.589242069554
5557,disguising,0.0233949373265,0.589242069554
5558,disgust,0.0331164020426,0.44462732001
5559,disgusted,-0.0574669163633,0.184441995042
5560,dish,-0.113307359055,0.00871262259536
5561,disheartening,0.0233949373265,0.589242069554
5562,dishes,-0.0401845465366,0.353577742305
5563,dishonest,0.0331164020426,0.44462732001
5564,dishonor,-0.0402323231426,0.353005278008
5565,dishonorable,-0.0402323231426,0.353005278008
5566,disillusioned,-0.0800454880428,0.0642996347505
5567,disinclined,0.0233949373265,0.589242069554
5568,disingenuous,0.0233949373265,0.589242069554
5569,disintegrating,0.0233949373265,0.589242069554
5570,disintegration,0.0233949373265,0.589242069554
5571,disinterested,-0.0800454880428,0.0642996347505
5572,disjointed,0.0331164020426,0.44462732001
5573,dislike,-0.00504114755962,0.907390937592
5574,disliked,0.0331164020426,0.44462732001
5575,dislikes,0.0233949373265,0.589242069554
5576,dislocated,-0.0800454880428,0.0642996347505
5577,dislodge,0.0233949373265,0.589242069554
5578,disloyal,0.0233949373265,0.589242069554
5579,dismal,-0.00523503785037,0.903845975688
5580,dismiss,-0.0194597794832,0.653362586841
5581,dismissal,0.0233949373265,0.589242069554
5582,dismissed,0.0331164020426,0.44462732001
5583,dismisses,0.0233949373265,0.589242069554
5584,disobedience,0.0233949373265,0.589242069554
5585,disobeys,0.0233949373265,0.589242069554
5586,disorder,0.0233949373265,0.589242069554
5587,disowned,0.0233949373265,0.589242069554
5588,disparage,0.0233949373265,0.589242069554
5589,disparagement,0.0233949373265,0.589242069554
5590,dispassionate,0.0331164020426,0.44462732001
5591,dispatch,0.0233949373265,0.589242069554
5592,dispatched,0.0405971261632,0.348653462042
5593,dispatches,0.0331164020426,0.44462732001
5594,dispelled,0.0331164020426,0.44462732001
5595,dispelling,0.0233949373265,0.589242069554
5596,dispensable,0.0233949373265,0.589242069554
5597,dispensary,0.0233949373265,0.589242069554
5598,dispensation,0.0331164020426,0.44462732001
5599,dispense,0.0233949373265,0.589242069554
5600,dispensed,0.0233949373265,0.589242069554
5601,dispenser,0.0233949373265,0.589242069554
5602,displacement,0.0233949373265,0.589242069554
5603,display,0.0405971261632,0.348653462042
5604,displayed,0.0853071436465,0.048593515446
5605,displaying,0.0233949373265,0.589242069554
5606,displays,-0.0407052965997,0.347369634522
5607,disposal,-0.0405317132454,0.349431276012
5608,dispose,0.0233949373265,0.589242069554
5609,disposed,0.0151233255259,0.727085319426
5610,disposes,0.0233949373265,0.589242069554
5611,disposition,0.0229289125486,0.596683090988
5612,dispossessed,-0.0800454880428,0.0642996347505
5613,disproportion,0.0233949373265,0.589242069554
5614,disproportionate,-0.0399586338695,0.356292570799
5615,disprove,0.0233949373265,0.589242069554
5616,disproving,-0.0800454880428,0.0642996347505
5617,disputation,-0.0402323231426,0.353005278008
5618,dispute,0.0354539872429,0.413133195952
5619,disputed,0.066606410157,0.123873553396
5620,disputes,0.0233949373265,0.589242069554
5621,disputing,0.0233949373265,0.589242069554
5622,disqualification,0.0233949373265,0.589242069554
5623,disquisitions,-0.0402323231426,0.353005278008
